"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
3153,43,"Female","Suburban","High School","Medium","Yes","Yes",""
3154,50,"Male","Urban","High School","Medium","No","Yes","Concerns about side effects"
3155,38,"Male","Urban","High School","Low","No","Not Sure",""
3156,52,"Male","Rural","College","Low","Yes","Not Sure","Concerns about side effects"
3157,51,"Male","Suburban","Graduate School","Low","Yes","Yes",""
3158,58,"Male","Rural","Graduate School","Low","Yes","No",""
3159,64,"Female","Suburban","Graduate School","Medium","Yes","No",""
3160,35,"Male","Suburban","College","Low","Yes","Yes",""
3161,28,"Female","Rural","Graduate School","High","Yes","Not Sure",""
3162,40,"Male","Suburban","High School","Medium","No","No",""
3163,39,"Male","Suburban","College","High","No","Not Sure",""
3164,34,"Male","Urban","Graduate School","Medium","No","No",""
3165,22,"Male","Suburban","High School","Medium","No","Not Sure",""
3166,61,"Male","Suburban","High School","High","No","No","Concerns about side effects"
3167,28,"Male","Rural","College","Low","No","Not Sure",""
3168,47,"Male","Rural","College","Low","No","Not Sure",""
3169,32,"Male","Suburban","Graduate School","High","No","Not Sure",""
3170,44,"Female","Urban","Graduate School","Low","No","Yes",""
3171,52,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
3172,50,"Female","Rural","College","Medium","Yes","Yes",""
3173,37,"Male","Suburban","Graduate School","Medium","No","Yes",""
3174,33,"Female","Suburban","Graduate School","Low","No","Not Sure",""
3175,51,"Male","Urban","High School","Low","Yes","Yes",""
3176,19,"Male","Urban","High School","High","Yes","Yes",""
3177,52,"Male","Urban","High School","Medium","Yes","Yes","Concerns about side effects"
3178,57,"Female","Rural","Graduate School","High","No","No",""
3179,45,"Female","Suburban","College","Low","Yes","Not Sure","Concerns about side effects"
3180,64,"Female","Rural","High School","High","Yes","Yes",""
3181,56,"Female","Suburban","College","Low","Yes","Not Sure","Concerns about side effects"
3182,23,"Male","Rural","Graduate School","Medium","No","Yes","Concerns about side effects"
3183,26,"Male","Suburban","Graduate School","Medium","Yes","Not Sure",""
3184,37,"Male","Urban","High School","Low","No","Yes",""
3185,18,"Female","Urban","College","Low","Yes","No",""
3186,25,"Male","Urban","High School","Low","Yes","No",""
3187,40,"Female","Rural","Graduate School","Medium","No","No",""
3188,20,"Female","Urban","College","Low","Yes","Yes",""
3189,21,"Female","Suburban","High School","Medium","Yes","Not Sure",""
3190,42,"Female","Rural","Graduate School","High","Yes","Yes",""
3191,64,"Female","Suburban","High School","Medium","No","No",""
3192,55,"Male","Rural","College","High","No","Yes",""
3193,32,"Female","Suburban","College","Medium","No","Not Sure",""
3194,38,"Female","Suburban","College","Medium","Yes","No",""
3195,52,"Male","Rural","College","Low","No","Yes",""
3196,63,"Female","Rural","College","Medium","Yes","Not Sure",""
3197,31,"Female","Urban","High School","Low","Yes","No",""
3198,53,"Male","Urban","High School","Low","Yes","Not Sure",""
3199,29,"Male","Suburban","High School","Low","Yes","Not Sure","Concerns about side effects"
3200,34,"Male","Suburban","High School","Medium","Yes","No","Concerns about side effects"
3201,56,"Female","Suburban","Graduate School","Low","Yes","Yes",""
3202,26,"Male","Rural","Graduate School","High","Yes","Yes",""
3203,52,"Male","Rural","High School","High","Yes","Yes",""
3204,30,"Male","Urban","Graduate School","Medium","No","Yes",""
3205,32,"Female","Suburban","Graduate School","Low","No","Not Sure",""
3206,35,"Male","Urban","College","High","Yes","Yes","Concerns about side effects"
3207,50,"Female","Rural","High School","Medium","No","Yes","Concerns about side effects"
3208,23,"Female","Rural","Graduate School","Medium","No","Not Sure",""
3209,44,"Male","Rural","Graduate School","Medium","No","Not Sure",""
3210,40,"Female","Urban","High School","Medium","Yes","No",""
3211,44,"Female","Rural","College","Medium","No","Not Sure","Concerns about side effects"
3212,51,"Male","Suburban","High School","Low","Yes","No",""
3213,63,"Female","Urban","College","Low","No","No",""
3214,55,"Male","Rural","Graduate School","Low","No","Yes",""
3215,31,"Female","Urban","College","Low","No","Yes","Concerns about side effects"
3216,53,"Female","Urban","College","Medium","Yes","Yes",""
3217,25,"Male","Rural","High School","Medium","Yes","Not Sure",""
3218,52,"Male","Rural","Graduate School","High","Yes","Not Sure",""
3219,36,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
3220,47,"Female","Urban","High School","Low","Yes","Yes","Concerns about side effects"
3221,31,"Male","Rural","Graduate School","Medium","Yes","Not Sure",""
3222,37,"Female","Suburban","High School","High","Yes","No",""
3223,42,"Female","Urban","High School","High","Yes","No",""
3224,57,"Female","Urban","College","High","Yes","Yes",""
3225,41,"Female","Suburban","High School","High","No","Yes",""
3226,31,"Male","Rural","Graduate School","Low","No","Yes","Concerns about side effects"
3227,43,"Male","Rural","High School","Medium","Yes","No",""
3228,55,"Male","Suburban","College","Low","No","Yes",""
3229,40,"Male","Rural","High School","High","No","No",""
3230,39,"Male","Rural","High School","High","Yes","Not Sure",""
3231,36,"Male","Urban","High School","Medium","Yes","Not Sure",""
3232,63,"Female","Urban","College","Medium","No","Not Sure",""
3233,20,"Male","Urban","Graduate School","Low","Yes","Yes",""
3234,59,"Female","Suburban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
3235,36,"Female","Rural","College","Low","Yes","No",""
3236,26,"Female","Rural","College","Low","No","No",""
3237,45,"Male","Urban","High School","High","Yes","No",""
3238,37,"Female","Urban","Graduate School","Low","No","Yes",""
3239,62,"Male","Suburban","College","High","No","Yes",""
3240,24,"Female","Rural","Graduate School","Low","No","No",""
3241,31,"Female","Suburban","High School","Low","No","No",""
3242,26,"Male","Rural","College","Medium","Yes","No",""
3243,36,"Female","Suburban","Graduate School","Medium","No","No",""
3244,64,"Female","Urban","Graduate School","High","Yes","Not Sure",""
3245,31,"Female","Suburban","High School","Medium","No","No",""
3246,55,"Female","Suburban","College","Low","Yes","Yes",""
3247,53,"Male","Urban","Graduate School","High","No","Yes",""
3248,57,"Female","Rural","High School","High","Yes","Yes",""
3249,34,"Female","Rural","Graduate School","High","No","Yes","Concerns about side effects"
3250,47,"Male","Urban","High School","Low","No","Yes","Concerns about side effects"
3251,26,"Female","Suburban","Graduate School","Medium","Yes","No","Concerns about side effects"
3252,50,"Female","Suburban","Graduate School","High","No","No","Concerns about side effects"
3253,42,"Female","Suburban","High School","Low","No","Not Sure",""
3254,31,"Female","Rural","College","Medium","No","Not Sure",""
3255,28,"Male","Suburban","High School","Medium","No","Not Sure",""
3256,52,"Female","Rural","College","High","Yes","No",""
3257,58,"Male","Suburban","Graduate School","Low","No","Not Sure",""
3258,31,"Female","Urban","Graduate School","Medium","Yes","No",""
3259,47,"Female","Urban","High School","Low","Yes","Yes",""
3260,58,"Female","Rural","High School","Medium","Yes","No",""
3261,21,"Male","Rural","College","High","Yes","No","Concerns about side effects"
3262,21,"Female","Urban","College","High","No","Yes",""
3263,45,"Female","Urban","College","Medium","No","Yes",""
3264,25,"Male","Suburban","High School","Low","Yes","Yes",""
3265,19,"Male","Urban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
3266,58,"Male","Rural","High School","Low","No","Not Sure","Concerns about side effects"
3267,63,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
3268,39,"Female","Rural","High School","High","Yes","Yes",""
3269,58,"Female","Rural","High School","Low","Yes","Not Sure",""
3270,33,"Female","Suburban","College","High","No","Yes",""
3271,46,"Female","Suburban","Graduate School","Low","Yes","Yes",""
3272,47,"Male","Suburban","High School","Medium","Yes","Yes",""
3273,29,"Female","Suburban","High School","High","No","Not Sure",""
3274,52,"Female","Urban","Graduate School","High","No","Not Sure",""
3275,28,"Female","Suburban","High School","Low","No","Yes",""
3276,63,"Female","Urban","Graduate School","Low","No","Not Sure",""
3277,38,"Male","Suburban","College","Low","No","No","Concerns about side effects"
3278,38,"Female","Suburban","College","High","No","Not Sure",""
3279,22,"Female","Rural","Graduate School","Medium","No","Yes",""
3280,37,"Female","Urban","College","Low","No","Yes",""
3281,54,"Male","Rural","Graduate School","Medium","Yes","Yes",""
3282,20,"Male","Suburban","High School","Low","No","No",""
3283,61,"Female","Urban","High School","Medium","Yes","Yes",""
3284,50,"Female","Suburban","Graduate School","Low","No","Yes",""
3285,26,"Female","Rural","High School","Medium","No","Not Sure",""
3286,26,"Male","Urban","College","High","Yes","No",""
3287,21,"Female","Rural","High School","Low","No","Not Sure",""
3288,52,"Female","Suburban","High School","Low","Yes","Yes",""
3289,34,"Female","Suburban","Graduate School","High","No","Yes",""
3290,51,"Male","Suburban","College","Low","Yes","No",""
3291,41,"Female","Urban","High School","Low","Yes","Yes",""
3292,49,"Female","Rural","High School","High","No","No",""
3293,18,"Male","Rural","Graduate School","High","Yes","Not Sure",""
3294,25,"Male","Suburban","Graduate School","Medium","Yes","No",""
3295,62,"Female","Rural","College","High","No","Not Sure",""
3296,40,"Male","Urban","High School","High","No","Yes",""
3297,64,"Female","Suburban","Graduate School","Low","Yes","Not Sure",""
3298,57,"Male","Suburban","Graduate School","High","No","Not Sure",""
3299,29,"Male","Suburban","Graduate School","Low","Yes","Not Sure",""
3300,29,"Female","Urban","College","High","Yes","No",""
3301,63,"Female","Suburban","Graduate School","High","Yes","Not Sure",""
3302,64,"Female","Suburban","College","Medium","No","No",""
3303,32,"Male","Suburban","College","High","No","No",""
3304,58,"Female","Suburban","High School","High","Yes","No",""
3305,36,"Female","Rural","High School","Low","Yes","Yes",""
3306,43,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
3307,46,"Female","Urban","High School","Medium","No","Yes",""
3308,39,"Female","Suburban","High School","High","Yes","No",""
3309,57,"Male","Suburban","Graduate School","Low","No","Yes","Concerns about side effects"
3310,38,"Female","Rural","High School","High","Yes","Not Sure",""
3311,55,"Female","Suburban","College","Medium","Yes","No",""
3312,37,"Male","Rural","High School","Low","Yes","Yes","Concerns about side effects"
3313,46,"Female","Urban","Graduate School","Low","Yes","No",""
3314,21,"Female","Rural","College","Medium","No","Yes",""
3315,24,"Female","Suburban","High School","High","No","Not Sure","Concerns about side effects"
3316,45,"Female","Urban","College","Low","No","No",""
3317,45,"Female","Suburban","High School","Low","No","Yes",""
3318,21,"Male","Rural","Graduate School","Medium","No","Yes",""
3319,39,"Male","Urban","High School","Medium","Yes","Not Sure",""
3320,29,"Male","Urban","College","Medium","No","Not Sure","Concerns about side effects"
3321,62,"Female","Rural","College","High","No","Yes",""
3322,20,"Male","Rural","College","High","No","Yes","Concerns about side effects"
3323,39,"Female","Urban","High School","High","No","No",""
3324,61,"Female","Urban","High School","Medium","Yes","No",""
3325,19,"Female","Rural","High School","Low","Yes","Yes",""
3326,41,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
3327,51,"Male","Urban","Graduate School","Medium","No","No",""
3328,44,"Male","Rural","Graduate School","High","Yes","Yes",""
3329,58,"Female","Suburban","College","Low","Yes","Not Sure",""
3330,18,"Male","Urban","College","Low","No","Not Sure",""
3331,25,"Female","Urban","College","Medium","No","Yes",""
3332,40,"Male","Rural","College","Low","No","Yes",""
3333,55,"Male","Suburban","College","Medium","Yes","No",""
3334,23,"Female","Urban","High School","Medium","No","Yes",""
3335,39,"Female","Suburban","College","Medium","Yes","No","Concerns about side effects"
3336,42,"Male","Suburban","High School","Medium","Yes","Not Sure",""
3337,35,"Male","Urban","Graduate School","Low","Yes","No",""
3338,34,"Male","Suburban","Graduate School","Low","Yes","Yes",""
3339,29,"Female","Urban","Graduate School","Low","Yes","No",""
3340,23,"Female","Suburban","Graduate School","Low","No","Not Sure","Concerns about side effects"
3341,43,"Male","Urban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
3342,44,"Male","Rural","College","Medium","Yes","Yes",""
3343,25,"Female","Urban","College","Low","Yes","No",""
3344,36,"Male","Urban","College","High","Yes","Yes",""
3345,59,"Female","Urban","Graduate School","High","Yes","Yes",""
3346,18,"Female","Suburban","Graduate School","High","No","Not Sure","Concerns about side effects"
3347,46,"Female","Rural","High School","Low","Yes","No",""
3348,62,"Female","Suburban","College","Medium","Yes","Yes",""
3349,52,"Female","Suburban","Graduate School","Medium","Yes","Not Sure",""
3350,57,"Female","Urban","Graduate School","High","Yes","Yes","Concerns about side effects"
3351,31,"Male","Suburban","Graduate School","High","No","No","Concerns about side effects"
3352,52,"Female","Urban","High School","Medium","Yes","Yes",""
3353,62,"Female","Rural","Graduate School","High","Yes","No",""
3354,37,"Male","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
3355,30,"Female","Suburban","High School","Medium","Yes","Not Sure","Concerns about side effects"
3356,55,"Male","Suburban","College","High","No","Yes",""
3357,63,"Female","Urban","Graduate School","High","No","Not Sure",""
3358,25,"Male","Urban","High School","Low","No","Yes",""
3359,60,"Male","Suburban","Graduate School","High","Yes","Yes",""
3360,37,"Female","Suburban","College","Low","No","No",""
3361,50,"Female","Rural","College","Medium","No","Yes",""
3362,43,"Female","Rural","High School","Low","No","No",""
