Participant_ID,Age_x,Gender_x,Location_x,Education_x,COVID_Awareness_Level_x,Received_Info_Social_Media_x,Vaccine_Hesitancy_x,Reasons_For_Hesitancy_x,Ad_Type_x,Feel_About_Info_Social_Media,Age_y,Gender_y,Location_y,Education_y,COVID_Awareness_Level_y,Received_Info_Social_Media_y,Vaccine_Hesitancy_y,Reasons_For_Hesitancy_y,Ad_Type_y,Received_Vaccine,Influenced_Decision,Effectiveness_Reason_Ad,Effectiveness_Emotions_Ad
3307,46,Female,Urban,High School,Medium,No,Yes,,Reason,Negative,46,Female,Urban,High School,Medium,No,Yes,,Control,Yes,Other,,
3308,39,Female,Suburban,High School,High,Yes,No,,Control,Neutral,39,Female,Suburban,High School,High,Yes,No,,Control,No,Not Applicable,,
3309,57,Male,Suburban,Graduate School,Low,No,Yes,Concerns about side effects,Emotions,Negative,57,Male,Suburban,Graduate School,Low,No,Yes,Concerns about side effects,Control,Yes,Other,,
3310,38,Female,Rural,High School,High,Yes,Not Sure,,Emotions,Neutral,38,Female,Rural,High School,High,Yes,Not Sure,,Control,Yes,Reason Ad,,
3311,55,Female,Suburban,College,Medium,Yes,No,,Reason,Neutral,55,Female,Suburban,College,Medium,Yes,No,,Emotions,No,Not Applicable,,Not at all effective
3312,37,Male,Rural,High School,Low,Yes,Yes,Concerns about side effects,Control,Negative,37,Male,Rural,High School,Low,Yes,Yes,Concerns about side effects,Reason,Yes,Other,Very effective,
3313,46,Female,Urban,Graduate School,Low,Yes,No,,Control,Negative,46,Female,Urban,Graduate School,Low,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
3314,21,Female,Rural,College,Medium,No,Yes,,Emotions,Negative,21,Female,Rural,College,Medium,No,Yes,,Control,Yes,Reason Ad,,
3315,24,Female,Suburban,High School,High,No,Not Sure,Concerns about side effects,Reason,Negative,24,Female,Suburban,High School,High,No,Not Sure,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
3316,45,Female,Urban,College,Low,No,No,,Emotions,Neutral,45,Female,Urban,College,Low,No,No,,Control,Yes,Emotions Ad,,
3317,45,Female,Suburban,High School,Low,No,Yes,,Emotions,Neutral,45,Female,Suburban,High School,Low,No,Yes,,Control,Yes,Reason Ad,,
3318,21,Male,Rural,Graduate School,Medium,No,Yes,,Reason,Negative,21,Male,Rural,Graduate School,Medium,No,Yes,,Reason,Yes,Emotions Ad,Somewhat effective,
3319,39,Male,Urban,High School,Medium,Yes,Not Sure,,Control,Negative,39,Male,Urban,High School,Medium,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3320,29,Male,Urban,College,Medium,No,Not Sure,Concerns about side effects,Control,Positive,29,Male,Urban,College,Medium,No,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Somewhat effective
3321,62,Female,Rural,College,High,No,Yes,,Emotions,Neutral,62,Female,Rural,College,High,No,Yes,,Control,Yes,Emotions Ad,,
3322,20,Male,Rural,College,High,No,Yes,Concerns about side effects,Control,Neutral,20,Male,Rural,College,High,No,Yes,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
3323,39,Female,Urban,High School,High,No,No,,Reason,Negative,39,Female,Urban,High School,High,No,No,,Emotions,No,Not Applicable,,Not at all effective
3324,61,Female,Urban,High School,Medium,Yes,No,,Control,Positive,61,Female,Urban,High School,Medium,Yes,No,,Reason,No,Not Applicable,Very effective,
3325,19,Female,Rural,High School,Low,Yes,Yes,,Control,Negative,19,Female,Rural,High School,Low,Yes,Yes,,Reason,Yes,Reason Ad,Not at all effective,
3326,41,Male,Suburban,Graduate School,High,Yes,Not Sure,,Emotions,Neutral,41,Male,Suburban,Graduate School,High,Yes,Not Sure,,Control,Yes,Reason Ad,,
3327,51,Male,Urban,Graduate School,Medium,No,No,,Control,Neutral,51,Male,Urban,Graduate School,Medium,No,No,,Emotions,Yes,Reason Ad,,Not at all effective
3328,44,Male,Rural,Graduate School,High,Yes,Yes,,Reason,Positive,44,Male,Rural,Graduate School,High,Yes,Yes,,Control,No,Not Applicable,,
3329,58,Female,Suburban,College,Low,Yes,Not Sure,,Emotions,Negative,58,Female,Suburban,College,Low,Yes,Not Sure,,Reason,Yes,Reason Ad,Somewhat effective,
3330,18,Male,Urban,College,Low,No,Not Sure,,Reason,Positive,18,Male,Urban,College,Low,No,Not Sure,,Emotions,Yes,Emotions Ad,,Somewhat effective
3331,25,Female,Urban,College,Medium,No,Yes,,Control,Negative,25,Female,Urban,College,Medium,No,Yes,,Control,Yes,Other,,
3332,40,Male,Rural,College,Low,No,Yes,,Control,Positive,40,Male,Rural,College,Low,No,Yes,,Emotions,Yes,Emotions Ad,,Very effective
3333,55,Male,Suburban,College,Medium,Yes,No,,Emotions,Negative,55,Male,Suburban,College,Medium,Yes,No,,Reason,Yes,Other,Somewhat effective,
3334,23,Female,Urban,High School,Medium,No,Yes,,Reason,Negative,23,Female,Urban,High School,Medium,No,Yes,,Emotions,Yes,Reason Ad,,Somewhat effective
3335,39,Female,Suburban,College,Medium,Yes,No,Concerns about side effects,Control,Negative,39,Female,Suburban,College,Medium,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
3336,42,Male,Suburban,High School,Medium,Yes,Not Sure,,Control,Neutral,42,Male,Suburban,High School,Medium,Yes,Not Sure,,Control,Yes,Reason Ad,,
3337,35,Male,Urban,Graduate School,Low,Yes,No,,Emotions,Negative,35,Male,Urban,Graduate School,Low,Yes,No,,Reason,Yes,Reason Ad,Very effective,
3338,34,Male,Suburban,Graduate School,Low,Yes,Yes,,Control,Neutral,34,Male,Suburban,Graduate School,Low,Yes,Yes,,Reason,Yes,Reason Ad,Very effective,
3339,29,Female,Urban,Graduate School,Low,Yes,No,,Control,Positive,29,Female,Urban,Graduate School,Low,Yes,No,,Emotions,No,Not Applicable,,Very effective
3340,23,Female,Suburban,Graduate School,Low,No,Not Sure,Concerns about side effects,Control,Negative,23,Female,Suburban,Graduate School,Low,No,Not Sure,Concerns about side effects,Emotions,Yes,Reason Ad,,Very effective
3341,43,Male,Urban,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Reason,Neutral,43,Male,Urban,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
3342,44,Male,Rural,College,Medium,Yes,Yes,,Reason,Positive,44,Male,Rural,College,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
3343,25,Female,Urban,College,Low,Yes,No,,Reason,Negative,25,Female,Urban,College,Low,Yes,No,,Control,No,Not Applicable,,
3344,36,Male,Urban,College,High,Yes,Yes,,Control,Positive,36,Male,Urban,College,High,Yes,Yes,,Reason,Yes,Reason Ad,Very effective,
3345,59,Female,Urban,Graduate School,High,Yes,Yes,,Emotions,Neutral,59,Female,Urban,Graduate School,High,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
3346,18,Female,Suburban,Graduate School,High,No,Not Sure,Concerns about side effects,Emotions,Neutral,18,Female,Suburban,Graduate School,High,No,Not Sure,Concerns about side effects,Emotions,Yes,Other,,Not at all effective
3347,46,Female,Rural,High School,Low,Yes,No,,Emotions,Negative,46,Female,Rural,High School,Low,Yes,No,,Reason,Yes,Reason Ad,Not at all effective,
3348,62,Female,Suburban,College,Medium,Yes,Yes,,Reason,Neutral,62,Female,Suburban,College,Medium,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
3349,52,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Reason,Neutral,52,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,No,Not Applicable,,
3350,57,Female,Urban,Graduate School,High,Yes,Yes,Concerns about side effects,Reason,Positive,57,Female,Urban,Graduate School,High,Yes,Yes,Concerns about side effects,Emotions,Yes,Reason Ad,,Very effective
3352,52,Female,Urban,High School,Medium,Yes,Yes,,Control,Negative,52,Female,Urban,High School,Medium,Yes,Yes,,Control,Yes,Other,,
3353,62,Female,Rural,Graduate School,High,Yes,No,,Emotions,Negative,62,Female,Rural,Graduate School,High,Yes,No,,Reason,No,Not Applicable,Not at all effective,
3354,37,Male,Suburban,High School,High,Yes,Not Sure,Concerns about side effects,Emotions,Positive,37,Male,Suburban,High School,High,Yes,Not Sure,Concerns about side effects,Reason,Yes,Reason Ad,Somewhat effective,
3355,30,Female,Suburban,High School,Medium,Yes,Not Sure,Concerns about side effects,Reason,Neutral,30,Female,Suburban,High School,Medium,Yes,Not Sure,Concerns about side effects,Reason,Yes,Other,Very effective,
3356,55,Male,Suburban,College,High,No,Yes,,Emotions,Negative,55,Male,Suburban,College,High,No,Yes,,Emotions,No,Not Applicable,,Somewhat effective
3357,63,Female,Urban,Graduate School,High,No,Not Sure,,Emotions,Negative,63,Female,Urban,Graduate School,High,No,Not Sure,,Reason,Yes,Other,Very effective,
3358,25,Male,Urban,High School,Low,No,Yes,,Reason,Positive,25,Male,Urban,High School,Low,No,Yes,,Reason,Yes,Other,Somewhat effective,
3359,60,Male,Suburban,Graduate School,High,Yes,Yes,,Reason,Positive,60,Male,Suburban,Graduate School,High,Yes,Yes,,Control,Yes,Reason Ad,,
3360,37,Female,Suburban,College,Low,No,No,,Reason,Negative,37,Female,Suburban,College,Low,No,No,,Emotions,Yes,Reason Ad,,Not at all effective
3361,50,Female,Rural,College,Medium,No,Yes,,Reason,Negative,50,Female,Rural,College,Medium,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
3362,43,Female,Rural,High School,Low,No,No,,Control,Positive,43,Female,Rural,High School,Low,No,No,,Control,Yes,Emotions Ad,,
3363,56,Female,Rural,College,Medium,No,Yes,,Emotions,Positive,56,Female,Rural,College,Medium,No,Yes,,Reason,No,Not Applicable,Very effective,
3364,38,Male,Rural,College,Low,No,No,,Control,Positive,38,Male,Rural,College,Low,No,No,,Control,No,Not Applicable,,
3365,59,Male,Rural,College,Low,Yes,Not Sure,,Emotions,Positive,59,Male,Rural,College,Low,Yes,Not Sure,,Reason,Yes,Other,Not at all effective,
3366,60,Male,Urban,Graduate School,Low,No,Yes,,Control,Neutral,60,Male,Urban,Graduate School,Low,No,Yes,,Emotions,Yes,Reason Ad,,Somewhat effective
3367,58,Female,Rural,Graduate School,High,No,No,,Reason,Neutral,58,Female,Rural,Graduate School,High,No,No,,Emotions,Yes,Reason Ad,,Not at all effective
3368,26,Male,Rural,High School,High,No,Yes,,Control,Negative,26,Male,Rural,High School,High,No,Yes,,Control,Yes,Other,,
3369,41,Female,Suburban,High School,High,Yes,No,Concerns about side effects,Reason,Neutral,41,Female,Suburban,High School,High,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
3370,54,Female,Urban,College,High,Yes,No,,Reason,Positive,54,Female,Urban,College,High,Yes,No,,Emotions,Yes,Other,,Very effective
3371,58,Male,Rural,College,High,No,Yes,,Control,Negative,58,Male,Rural,College,High,No,Yes,,Reason,No,Not Applicable,Not at all effective,
3372,34,Female,Rural,High School,Low,Yes,Yes,,Emotions,Positive,34,Female,Rural,High School,Low,Yes,Yes,,Emotions,Yes,Reason Ad,,Somewhat effective
3373,41,Male,Rural,College,High,Yes,Not Sure,,Control,Neutral,41,Male,Rural,College,High,Yes,Not Sure,,Control,Yes,Reason Ad,,
3374,38,Female,Suburban,High School,Medium,No,Not Sure,,Reason,Positive,38,Female,Suburban,High School,Medium,No,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
3375,56,Male,Suburban,Graduate School,Low,Yes,Not Sure,Concerns about side effects,Reason,Negative,56,Male,Suburban,Graduate School,Low,Yes,Not Sure,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
3376,58,Female,Suburban,College,Low,No,Yes,,Emotions,Neutral,58,Female,Suburban,College,Low,No,Yes,,Reason,No,Not Applicable,Not at all effective,
3377,56,Male,Rural,College,Medium,No,Not Sure,,Emotions,Negative,56,Male,Rural,College,Medium,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
3378,30,Male,Suburban,College,High,No,No,Concerns about side effects,Emotions,Neutral,30,Male,Suburban,College,High,No,No,Concerns about side effects,Control,No,Not Applicable,,
3379,28,Female,Rural,Graduate School,Medium,Yes,Yes,,Reason,Positive,28,Female,Rural,Graduate School,Medium,Yes,Yes,,Control,Yes,Emotions Ad,,
3380,63,Female,Urban,Graduate School,Low,No,No,,Control,Negative,63,Female,Urban,Graduate School,Low,No,No,,Reason,No,Not Applicable,Very effective,
3381,36,Male,Rural,College,Low,No,No,,Emotions,Neutral,36,Male,Rural,College,Low,No,No,,Reason,No,Not Applicable,Not at all effective,
3382,28,Female,Suburban,High School,Low,Yes,No,,Reason,Neutral,28,Female,Suburban,High School,Low,Yes,No,,Emotions,Yes,Other,,Somewhat effective
3383,30,Female,Urban,Graduate School,Medium,No,Yes,,Control,Neutral,30,Female,Urban,Graduate School,Medium,No,Yes,,Emotions,Yes,Reason Ad,,Not at all effective
3384,63,Female,Rural,College,High,Yes,Yes,,Emotions,Neutral,63,Female,Rural,College,High,Yes,Yes,,Emotions,No,Not Applicable,,Very effective
3385,62,Male,Urban,College,Low,Yes,Not Sure,,Control,Positive,62,Male,Urban,College,Low,Yes,Not Sure,,Reason,Yes,Emotions Ad,Somewhat effective,
3386,18,Male,Urban,Graduate School,High,No,Not Sure,,Control,Positive,18,Male,Urban,Graduate School,High,No,Not Sure,,Emotions,Yes,Other,,Somewhat effective
3387,57,Female,Urban,High School,Low,Yes,Not Sure,,Reason,Neutral,57,Female,Urban,High School,Low,Yes,Not Sure,,Reason,Yes,Emotions Ad,Not at all effective,
3388,61,Female,Rural,College,High,No,Not Sure,,Reason,Positive,61,Female,Rural,College,High,No,Not Sure,,Control,Yes,Emotions Ad,,
3389,36,Male,Suburban,High School,Medium,Yes,No,,Reason,Positive,36,Male,Suburban,High School,Medium,Yes,No,,Emotions,Yes,Emotions Ad,,Very effective
3390,29,Female,Rural,High School,Low,Yes,Yes,,Control,Neutral,29,Female,Rural,High School,Low,Yes,Yes,,Reason,Yes,Emotions Ad,Somewhat effective,
3391,25,Male,Suburban,Graduate School,Low,Yes,Not Sure,,Emotions,Positive,25,Male,Suburban,Graduate School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
3392,25,Female,Rural,College,Low,Yes,No,,Emotions,Negative,25,Female,Rural,College,Low,Yes,No,,Control,No,Not Applicable,,
3394,29,Female,Rural,High School,Medium,No,Yes,,Reason,Positive,29,Female,Rural,High School,Medium,No,Yes,,Control,Yes,Other,,
3395,50,Male,Suburban,Graduate School,High,Yes,Yes,,Emotions,Neutral,50,Male,Suburban,Graduate School,High,Yes,Yes,,Control,No,Not Applicable,,
3396,62,Male,Rural,Graduate School,Medium,No,No,,Emotions,Negative,62,Male,Rural,Graduate School,Medium,No,No,,Control,No,Not Applicable,,
3397,43,Male,Urban,Graduate School,Low,No,Not Sure,,Reason,Positive,43,Male,Urban,Graduate School,Low,No,Not Sure,,Emotions,Yes,Reason Ad,,Somewhat effective
3398,56,Male,Rural,High School,High,No,Yes,,Emotions,Positive,56,Male,Rural,High School,High,No,Yes,,Control,Yes,Reason Ad,,
3399,45,Female,Urban,High School,Medium,No,No,Concerns about side effects,Emotions,Neutral,45,Female,Urban,High School,Medium,No,No,Concerns about side effects,Reason,Yes,Emotions Ad,Somewhat effective,
3400,22,Female,Suburban,College,High,No,Yes,,Emotions,Neutral,22,Female,Suburban,College,High,No,Yes,,Reason,Yes,Emotions Ad,Very effective,
3401,25,Male,Suburban,Graduate School,High,No,No,,Control,Positive,25,Male,Suburban,Graduate School,High,No,No,,Reason,No,Not Applicable,Very effective,
3403,44,Female,Rural,Graduate School,Low,Yes,Not Sure,,Reason,Negative,44,Female,Rural,Graduate School,Low,Yes,Not Sure,,Reason,Yes,Reason Ad,Very effective,
3404,63,Male,Rural,High School,Low,No,Yes,,Reason,Negative,63,Male,Rural,High School,Low,No,Yes,,Reason,No,Not Applicable,Very effective,
3405,40,Female,Urban,College,Medium,Yes,Not Sure,,Control,Positive,40,Female,Urban,College,Medium,Yes,Not Sure,,Control,Yes,Emotions Ad,,
3406,47,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Reason,Positive,47,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
3407,62,Male,Urban,High School,High,Yes,No,,Reason,Neutral,62,Male,Urban,High School,High,Yes,No,,Control,Yes,Emotions Ad,,
3408,64,Female,Urban,Graduate School,High,No,No,,Emotions,Negative,64,Female,Urban,Graduate School,High,No,No,,Control,Yes,Emotions Ad,,
3409,40,Female,Rural,High School,Low,No,Yes,,Reason,Neutral,40,Female,Rural,High School,Low,No,Yes,,Control,Yes,Other,,
3410,64,Female,Rural,High School,High,Yes,No,,Reason,Positive,64,Female,Rural,High School,High,Yes,No,,Control,Yes,Emotions Ad,,
3411,37,Male,Urban,High School,Low,Yes,Not Sure,Concerns about side effects,Emotions,Positive,37,Male,Urban,High School,Low,Yes,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Somewhat effective
3412,35,Male,Urban,Graduate School,High,No,No,,Emotions,Positive,35,Male,Urban,Graduate School,High,No,No,,Emotions,Yes,Reason Ad,,Very effective
3413,35,Female,Rural,High School,Medium,No,Not Sure,,Control,Positive,35,Female,Rural,High School,Medium,No,Not Sure,,Emotions,No,Not Applicable,,Very effective
3414,19,Female,Rural,College,Medium,No,Yes,,Reason,Positive,19,Female,Rural,College,Medium,No,Yes,,Emotions,No,Not Applicable,,Not at all effective
3415,21,Female,Urban,Graduate School,Low,Yes,Not Sure,,Emotions,Positive,21,Female,Urban,Graduate School,Low,Yes,Not Sure,,Emotions,Yes,Other,,Very effective
3416,47,Male,Rural,College,Low,Yes,No,,Reason,Neutral,47,Male,Rural,College,Low,Yes,No,,Reason,Yes,Emotions Ad,Very effective,
3417,50,Male,Rural,College,Low,No,No,Concerns about side effects,Reason,Neutral,50,Male,Rural,College,Low,No,No,Concerns about side effects,Emotions,No,Not Applicable,,Very effective
3418,53,Male,Urban,Graduate School,Low,No,No,,Control,Neutral,53,Male,Urban,Graduate School,Low,No,No,,Reason,Yes,Emotions Ad,Not at all effective,
3419,35,Female,Urban,High School,Low,Yes,No,,Control,Negative,35,Female,Urban,High School,Low,Yes,No,,Reason,No,Not Applicable,Not at all effective,
3420,54,Female,Suburban,College,High,No,Yes,Concerns about side effects,Control,Neutral,54,Female,Suburban,College,High,No,Yes,Concerns about side effects,Control,Yes,Emotions Ad,,
3421,36,Female,Urban,Graduate School,Medium,No,Not Sure,Concerns about side effects,Control,Positive,36,Female,Urban,Graduate School,Medium,No,Not Sure,Concerns about side effects,Control,Yes,Emotions Ad,,
3422,64,Female,Rural,High School,High,Yes,No,,Control,Neutral,64,Female,Rural,High School,High,Yes,No,,Control,Yes,Other,,
3423,45,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Neutral,45,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
3425,37,Female,Urban,Graduate School,High,Yes,Not Sure,,Emotions,Positive,37,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,Yes,Reason Ad,Not at all effective,
3426,50,Female,Suburban,High School,High,No,No,,Control,Negative,50,Female,Suburban,High School,High,No,No,,Emotions,No,Not Applicable,,Somewhat effective
3427,29,Female,Suburban,College,Low,Yes,Not Sure,,Emotions,Negative,29,Female,Suburban,College,Low,Yes,Not Sure,,Control,Yes,Reason Ad,,
3428,32,Male,Rural,College,Medium,No,No,,Reason,Negative,32,Male,Rural,College,Medium,No,No,,Control,No,Not Applicable,,
3429,58,Female,Suburban,Graduate School,Low,No,No,,Control,Neutral,58,Female,Suburban,Graduate School,Low,No,No,,Reason,Yes,Other,Not at all effective,
3430,56,Male,Urban,Graduate School,Low,No,Yes,,Emotions,Positive,56,Male,Urban,Graduate School,Low,No,Yes,,Reason,No,Not Applicable,Not at all effective,
3431,19,Male,Suburban,High School,High,Yes,Yes,,Control,Positive,19,Male,Suburban,High School,High,Yes,Yes,,Control,Yes,Emotions Ad,,
3432,46,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Negative,46,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
3433,58,Male,Suburban,Graduate School,Medium,No,Not Sure,,Emotions,Positive,58,Male,Suburban,Graduate School,Medium,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
3434,27,Male,Suburban,Graduate School,Medium,No,No,,Control,Positive,27,Male,Suburban,Graduate School,Medium,No,No,,Reason,No,Not Applicable,Not at all effective,
